# Constructed from biom file
#OTU ID	sample1	sample2
5d1cee5e-e0f8-44b2-964e-318d07cca570	429778.19175245735	429849.72688591335
b3609380-0c0d-4808-afa4-a29cc683ad50	257427.65795707927	256400.83199770923
b4557f9e-e494-4457-840c-c5e933df9b43	312794.1502904633	313749.4411163775
